col1,col2,col3
-1.182287334449001248e+00,4.594468267569513653e-01,1.108781539965560569e+03
-7.955279006051596546e-01,-8.437871133036455307e-01,4.840580767264585120e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
