col1,col2,col3
-1.350188460885901609e+00,-3.336131724989223057e-01,8.112048697278075451e+03
-8.016278511699818921e-02,-9.459858060067487528e-01,4.288062565048790930e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
