col1,col2,col3
1.140278451183514674e+00,-5.070811001992185929e-01,2.972405865017267843e+03
8.358699199092195498e-01,6.692029728302302249e-01,-3.894032389163661264e+03
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
